,Address,Country,Flipped_Lat,Flipped_Lng,Geocoded_Adr,Geocoded_Lat,Geocoded_Lng,ISO2,ISO3,Index,Latitude,Location,Longitude,Recorded_Lat,Recorded_Lng,Region,Type,geometry,ver_Index
107,"San Ignacio, Meta, Colombia",Colombia,,,"San Ignacio, Meta, Colombia",3.5209285,-74.0519891,,COL,175.0,0.0,"San Ignacio, Granada",0.0,3.5209285,-74.0519891,South America,Geocoded,,
108,"San Pedro de Urabá, 054, Antioquia, Colombia",Colombia,,,"San Pedro de Urabá, 054, Antioquia, Colombia",8.33372075,-76.34080137233052,,COL,176.0,0.0,San Pedro De Uraba,0.0,8.33372075,-76.34080137233052,South America,Geocoded,,
109,"San Pelayo, Córdoba, Colombia",Colombia,,,"San Pelayo, Córdoba, Colombia",8.9572178,-75.8374769,,COL,177.0,0.0,San Pelayo,0.0,8.957217800000002,-75.83747690000001,South America,Geocoded,,
110,"San Rafael, Nariño, Colombia",Colombia,,,"San Rafael, Nariño, Colombia",1.1638005,-77.4519397,,COL,178.0,0.0,"San Rafael, Consaca",0.0,1.1638005,-77.4519397,South America,Geocoded,,
111,"Sandoná, Nariño, Colombia",Colombia,,,"Sandoná, Nariño, Colombia",1.2991853500000001,-77.47593481408893,,COL,179.0,0.0,"Sandona, Narino, Fidar",0.0,1.29918535,-77.47593481408893,South America,Geocoded,,
112,"Santa Helena, Tolima, Colombia",Colombia,,,"Santa Helena, Tolima, Colombia",5.1187993,-75.1714513,,COL,180.0,0.0,Santa Helena,0.0,5.118799299999999,-75.17145129999999,South America,Geocoded,,
113,"Santa Lucía, Las Andes, Antioquia, Colombia",Colombia,,,"Santa Lucía, Las Andes, Antioquia, Colombia",6.0537421,-75.9961388,,COL,181.0,0.0,Santa Lucia,0.0,6.053742099999999,-75.9961388,South America,Geocoded,,
114,"Santander de Quilichao, Cauca, Colombia",Colombia,,,"Santander de Quilichao, Cauca, Colombia",2.99828845,-76.51019933487012,,COL,182.0,0.0,Santander De Quilichao,0.0,2.99828845,-76.51019933487012,South America,Geocoded,,
115,"Segovia, Antioquia, Colombia",Colombia,,,"Segovia, Antioquia, Colombia",7.2775945,-74.62085391976942,,COL,183.0,0.0,Segovia,0.0,7.277594500000001,-74.62085391976942,South America,Geocoded,,
116,"Colombia, Colombia",Colombia,,,"Colombia, Colombia",2.8894434,-73.783892,,COL,184.0,0.0,Semivalle,0.0,2.8894433999999998,-73.78389200000001,South America,Geocoded,,
117,"Sincelejo, 70001, Sucre, Colombia",Colombia,,,"Sincelejo, 70001, Sucre, Colombia",9.315429349999999,-75.43298059079754,,COL,185.0,0.0,Sincelejo,0.0,9.31542935,-75.43298059079754,South America,Geocoded,,
118,"Colombia, Colombia",Colombia,,,"Colombia, Colombia",2.8894434,-73.783892,,COL,186.0,0.0,Taluma,0.0,2.8894433999999998,-73.78389200000001,South America,Geocoded,,
119,"Tierra Alta, cumaral, Meta, Colombia",Colombia,,,"Tierra Alta, cumaral, Meta, Colombia",4.2403403,-73.4609491,,COL,187.0,0.0,Tierra Alta,0.0,4.2403403,-73.4609491,South America,Geocoded,,
120,"Colombia, Colombia",Colombia,,,"Colombia, Colombia",2.8894434,-73.783892,,COL,188.0,0.0,Tulenapa,0.0,2.8894433999999998,-73.78389200000001,South America,Geocoded,,
121,"Tunja, Boyacá, Colombia",Colombia,,,"Tunja, Boyacá, Colombia",5.5158168,-73.37773195372108,,COL,189.0,0.0,Tunja,0.0,5.5158168,-73.37773195372108,South America,Geocoded,,
122,"Valle de Mamancanaca, Magdalena, Colombia",Colombia,,,"Valle de Mamancanaca, Magdalena, Colombia",10.717347,-73.6220434,,COL,197.0,0.0,Valle De Magdalena,0.0,10.717347,-73.6220434,South America,Geocoded,,186.0
123,"Valle del Cauca, Colombia",Colombia,,,"Valle del Cauca, Colombia",4.063969999999999,-76.12337981939545,,COL,198.0,0.0,Valle Del Cauca,0.0,4.0639699999999985,-76.12337981939545,South America,Geocoded,,
124,"Venecia, Antioquia, Colombia",Colombia,,,"Venecia, Antioquia, Colombia",5.9458914,-75.77586492822118,,COL,199.0,0.0,Venecia,0.0,5.945891400000001,-75.77586492822118,South America,Geocoded,,
125,"Villavicencio, 500005, Villavicencio, Meta, Colombia",Colombia,,,"Villavicencio, 500005, Villavicencio, Meta, Colombia",4.1315113,-73.6206667,,COL,1433.0,0.0,Villavicencio,0.0,4.1315113,-73.6206667,South America,Geocoded,,189.0
126,"Salida para Villavo en Yomasa, Avenida Boyacá, 110541, Avenida Boyacá, Usme, Bogota Capital District, Colombia",Colombia,,,"Salida para Villavo en Yomasa, Avenida Boyacá, 110541, Avenida Boyacá, Usme, Bogota Capital District, Colombia",4.5066393,-74.1129318,,COL,201.0,0.0,Villavo,0.0,4.5066393,-74.1129318,South America,Geocoded,,
127,"Yotoco, Valle del Cauca, Colombia",Colombia,,,"Yotoco, Valle del Cauca, Colombia",3.89766105,-76.387873049896,,COL,202.0,0.0,Yotoco-valle Del Cauca,0.0,3.89766105,-76.387873049896,South America,Geocoded,,
128,"Costa Rica, Costa Rica",Costa Rica,,,"Costa Rica, Costa Rica",10.2735633,-84.0739102,,CRI,207.0,0.0,Costa Rica,0.0,10.2735633,-84.0739102,Central America and Caribbean,Geocoded,,
129,"Río Águila, 11907, Pejibaye, Provincia San José, Costa Rica",Costa Rica,,,"Río Águila, 11907, Pejibaye, Provincia San José, Costa Rica",9.1194544,-83.5303297,,CRI,208.0,0.0,"El Aguila, Pejibaye",0.0,9.1194544,-83.5303297,Central America and Caribbean,Geocoded,,
130,"Parque de Caño Negro, 21402, Caño Negro, Provincia Alajuela, Costa Rica",Costa Rica,,,"Parque de Caño Negro, 21402, Caño Negro, Provincia Alajuela, Costa Rica",10.89066895,-84.78596013649482,,CRI,209.0,0.0,"El Parque, Los Chiles",0.0,10.89066895,-84.78596013649481,Central America and Caribbean,Geocoded,,
131,"El Progreso, 21504, Provincia Alajuela, Costa Rica",Costa Rica,,,"El Progreso, 21504, Provincia Alajuela, Costa Rica",10.7306671,-84.915083,,CRI,210.0,0.0,"El Progreso, Pejibaye",0.0,10.7306671,-84.915083,Central America and Caribbean,Geocoded,,
132,"Parque Central de Las Juntas, 50701, Las Juntas, Provincia Guanacaste, Costa Rica",Costa Rica,,,"Parque Central de Las Juntas, 50701, Las Juntas, Provincia Guanacaste, Costa Rica",10.27969975,-84.95930039143778,,CRI,213.0,0.0,Las Ca╤as,0.0,10.27969975,-84.95930039143778,Central America and Caribbean,Geocoded,,
133,"Cementerio de Pejibaye, 11907, Pejibaye, Provincia San José, Costa Rica",Costa Rica,,,"Cementerio de Pejibaye, 11907, Pejibaye, Provincia San José, Costa Rica",9.16834465,-83.5713993251368,,CRI,214.0,0.0,Pejibaye De Perez Zeledon,0.0,9.16834465,-83.5713993251368,Central America and Caribbean,Geocoded,,
134,"Cantón Upala, Provincia Alajuela, Costa Rica",Costa Rica,,,"Cantón Upala, Provincia Alajuela, Costa Rica",10.8838931,-85.14527533051114,,CRI,216.0,0.0,Upala,0.0,10.8838931,-85.14527533051114,Central America and Caribbean,Geocoded,,
135,"Barrio Pueblo Nuevo, Provincia Alajuela, Costa Rica",Costa Rica,,,"Barrio Pueblo Nuevo, Provincia Alajuela, Costa Rica",10.9710491,-85.1232129,,CRI,217.0,0.0,Upala Pueblo Nuevo,0.0,10.9710491,-85.12321290000001,Central America and Caribbean,Geocoded,,
136,"Pejibaye, 11907, Provincia San José, Costa Rica",Costa Rica,,,"Pejibaye, 11907, Provincia San José, Costa Rica",9.1604954,-83.5693607,,CRI,218.0,0.0,"Veracruz, Pejibaye",0.0,9.1604954,-83.5693607,Central America and Caribbean,Geocoded,,
137,"Ecuador, Ecuador",Ecuador,,,"Ecuador, Ecuador",-1.3397668,-79.3666965,,ECU,229.0,0.0,Ecuador,0.0,-1.3397668,-79.3666965,South America,Geocoded,,
138,"La Virginia, 120305, Los Ríos, Ecuador",Ecuador,,,"La Virginia, 120305, Los Ríos, Ecuador",-1.0465244,-79.4895278,,ECU,231.0,0.0,La Virginia Quevedo,0.0,-1.0465244,-79.48952779999999,South America,Geocoded,,
139,"Lodana, Manabí, Ecuador",Ecuador,,,"Lodana, Manabí, Ecuador",-1.1786654,-80.384962,,ECU,232.0,0.0,Lodana,0.0,-1.1786653999999999,-80.384962,South America,Geocoded,,
140,"Ecuador, Ecuador",Ecuador,,,"Ecuador, Ecuador",-1.3397668,-79.3666965,,ECU,234.0,0.0,Organos,0.0,-1.3397668,-79.3666965,South America,Geocoded,,
141,"Cantón Pindal, Loja, Ecuador",Ecuador,,,"Cantón Pindal, Loja, Ecuador",-4.10051445,-80.13880820830161,,ECU,236.0,0.0,Pindal,0.0,-4.10051445,-80.13880820830161,South America,Geocoded,,
142,"Giza, 12541, Giza Governorate, Egypt",Egypt,,,"Giza, 12541, Giza Governorate, Egypt",30.0170059,31.2134513,,EGY,240.0,0.0,Giza,0.0,30.0170059,31.213451300000003,North Africa and Near East,Geocoded,,
143,"El Salvador, El Salvador",El Salvador,,,"El Salvador, El Salvador",13.8000382,-88.9140683,,SLV,245.0,0.0,Apastepeque,0.0,13.800038199999998,-88.9140683,Central America and Caribbean,Geocoded,,
144,"Autopista a Aeropuerto Internacional El Salvador, Departamento de La Paz, El Salvador",El Salvador,,,"Autopista a Aeropuerto Internacional El Salvador, Departamento de La Paz, El Salvador",13.5622223,-89.1150024,,SLV,247.0,0.0,"Barrio Nuevo, La Paz",0.0,13.5622223,-89.11500240000001,Central America and Caribbean,Geocoded,,
145,"El Salvador, El Salvador",El Salvador,,,"El Salvador, El Salvador",13.8000382,-88.9140683,,SLV,248.0,0.0,Chalchahuapa,0.0,13.800038199999998,-88.9140683,Central America and Caribbean,Geocoded,,
146,"El Salvador, El Salvador",El Salvador,,,"El Salvador, El Salvador",13.8000382,-88.9140683,,SLV,249.0,0.0,Cuhisnuat,0.0,13.800038199999998,-88.9140683,Central America and Caribbean,Geocoded,,
147,"El Salvador, El Salvador",El Salvador,,,"El Salvador, El Salvador",13.8000382,-88.9140683,,SLV,250.0,0.0,El Coyalito,0.0,13.800038199999998,-88.9140683,Central America and Caribbean,Geocoded,,
148,"El Salvador, El Salvador",El Salvador,,,"El Salvador, El Salvador",13.8000382,-88.9140683,,SLV,252.0,0.0,Jiquilisco,0.0,13.800038199999998,-88.9140683,Central America and Caribbean,Geocoded,,
149,"Plaza Morazán, CP 1102, San Salvador, Departamento de San Salvador, El Salvador",El Salvador,,,"Plaza Morazán, CP 1102, San Salvador, Departamento de San Salvador, El Salvador",13.6993111,-89.19031923357137,,SLV,253.0,0.0,"Jocoro, Morazan",0.0,13.699311100000001,-89.19031923357137,Central America and Caribbean,Geocoded,,
150,"Isla El Platanar, Jucuarán, Departamento de Usulután, El Salvador",El Salvador,,,"Isla El Platanar, Jucuarán, Departamento de Usulután, El Salvador",13.191240050000001,-88.36871601380577,,SLV,254.0,0.0,"Jucuapa, Usulutan",0.0,13.19124005,-88.36871601380577,Central America and Caribbean,Geocoded,,
151,"MCormick El Salvador, 1114, Antiguo Cuscatlán, Departamento de La Libertad, El Salvador",El Salvador,,,"MCormick El Salvador, 1114, Antiguo Cuscatlán, Departamento de La Libertad, El Salvador",13.67551125,-89.24383353889507,,SLV,255.0,0.0,La Libertad,0.0,13.67551125,-89.24383353889506,Central America and Caribbean,Geocoded,,
152,"Quebrada El Zapote, Departamento de La Libertad, El Salvador",El Salvador,,,"Quebrada El Zapote, Departamento de La Libertad, El Salvador",13.8300527,-89.3809173,,SLV,256.0,0.0,Lomas De Santiago,0.0,13.8300527,-89.3809173,Central America and Caribbean,Geocoded,,
153,"Cantón El Salvador, Departamento de La Unión, El Salvador",El Salvador,,,"Cantón El Salvador, Departamento de La Unión, El Salvador",13.2003965,-87.71245064931787,,SLV,258.0,0.0,"Nacimiento, La Union",0.0,13.2003965,-87.71245064931787,Central America and Caribbean,Geocoded,,
154,"El Salvador, El Salvador",El Salvador,,,"El Salvador, El Salvador",13.8000382,-88.9140683,,SLV,259.0,0.0,Nahuilingo,0.0,13.800038199999998,-88.9140683,Central America and Caribbean,Geocoded,,
155,"Pasaje El Salvador, San Miguel, Departamento de San Miguel, El Salvador",El Salvador,,,"Pasaje El Salvador, San Miguel, Departamento de San Miguel, El Salvador",13.4677996,-88.1926121,,SLV,261.0,0.0,"Quelepa, San Miguel",0.0,13.4677996,-88.19261209999999,Central America and Caribbean,Geocoded,,
156,"Cancha El Milagro, 00000, Residencial Monte Bello, Departamento de San Salvador, El Salvador",El Salvador,,,"Cancha El Milagro, 00000, Residencial Monte Bello, Departamento de San Salvador, El Salvador",13.7338605,-89.22964259059421,,SLV,264.0,0.0,San Mauricio,0.0,13.7338605,-89.2296425905942,Central America and Caribbean,Geocoded,,
157,"Escuela El Cortez, San Pedro Puxtla, Departamento de Ahuachapán, El Salvador",El Salvador,,,"Escuela El Cortez, San Pedro Puxtla, Departamento de Ahuachapán, El Salvador",13.7424589,-89.8140037,,SLV,265.0,0.0,"San Pedro Puxtla, Ahuachapan",0.0,13.7424589,-89.8140037,Central America and Caribbean,Geocoded,,
158,"Calle Presbiterio Vicente Aguilar, CP 1102, San Salvador, Departamento de San Salvador, El Salvador",El Salvador,,,"Calle Presbiterio Vicente Aguilar, CP 1102, San Salvador, Departamento de San Salvador, El Salvador",13.6977668,-89.18805,,SLV,266.0,0.0,San Vicente,0.0,13.6977668,-89.18805,Central America and Caribbean,Geocoded,,
159,"Plataforma Global El Salvador, 39, 2a Avenida Sur, 2a Avenida Sur, Suchitoto, Departamento de Cuscatlán, El Salvador",El Salvador,,,"Plataforma Global El Salvador, 39, 2a Avenida Sur, 2a Avenida Sur, Suchitoto, Departamento de Cuscatlán, El Salvador",13.934355199999999,-89.02801160200242,,SLV,270.0,0.0,"Suchitoto, Cuscatlan",0.0,13.9343552,-89.02801160200244,Central America and Caribbean,Geocoded,,
160,"El Salvador, El Salvador",El Salvador,,,"El Salvador, El Salvador",13.8000382,-88.9140683,,SLV,271.0,0.0,Tenancingo,0.0,13.800038199999998,-88.9140683,Central America and Caribbean,Geocoded,,
161,"Cantón El Salvador, Departamento de La Unión, El Salvador",El Salvador,,,"Cantón El Salvador, Departamento de La Unión, El Salvador",13.2003965,-87.71245064931787,,SLV,272.0,0.0,"Uluazapa, La Union",0.0,13.2003965,-87.71245064931787,Central America and Caribbean,Geocoded,,
162,"Haramaya University, Didimtu, Harari Region, Ethiopia",Ethiopia,,,"Haramaya University, Didimtu, Harari Region, Ethiopia",9.41467595,42.03515001516861,,ETH,284.0,0.0,Haramaya,0.0,9.41467595,42.03515001516861,Eastern and Southern Africa,Geocoded,,
163,"Ethiopia, Ethiopia",Ethiopia,,,"Ethiopia, Ethiopia",10.2116702,38.6521203,,ETH,296.0,0.0,Ws,0.0,10.211670199999999,38.6521203,Eastern and Southern Africa,Geocoded,,
164,"Mua Research Station, West Coast Road, West Coast Road, Matei, Northern, Fiji",Fiji,,,"Mua Research Station, West Coast Road, West Coast Road, Matei, Northern, Fiji",-16.7056525,-179.9082564,,FJI,298.0,0.0,Dobuleni Research Station,0.0,-16.7056525,-179.9082564,,Geocoded,,
165,"Mua Research Station, West Coast Road, West Coast Road, Matei, Northern, Fiji",Fiji,,,"Mua Research Station, West Coast Road, West Coast Road, Matei, Northern, Fiji",-16.7056525,-179.9082564,,FJI,299.0,0.0,Koronnia Research Station,0.0,-16.7056525,-179.9082564,,Geocoded,,
166,"Mua Research Station, West Coast Road, West Coast Road, Matei, Northern, Fiji",Fiji,,,"Mua Research Station, West Coast Road, West Coast Road, Matei, Northern, Fiji",-16.7056525,-179.9082564,,FJI,300.0,0.0,Legalega Research Station,0.0,-16.7056525,-179.9082564,,Geocoded,,
167,"Mua Research Station, West Coast Road, West Coast Road, Matei, Northern, Fiji",Fiji,,,"Mua Research Station, West Coast Road, West Coast Road, Matei, Northern, Fiji",-16.7056525,-179.9082564,,FJI,301.0,0.0,Sigatoka Research Station,0.0,-16.7056525,-179.9082564,,Geocoded,,
168,"Tserovani, 3300, Mtskheta-Mtianeti, Georgia",Georgia,,,"Tserovani, 3300, Mtskheta-Mtianeti, Georgia",41.8776276,44.6806328,,GEO,302.0,0.0,Tserovani,0.0,41.877627600000004,44.6806328,,Geocoded,,
169,"Casa Blanca, Retalhuleu, Guatemala",Guatemala,,,"Casa Blanca, Retalhuleu, Guatemala",14.485095699999999,-91.65043931764578,,GTM,313.0,0.0,"Caballo Blanco, Retalhuleu",0.0,14.4850957,-91.65043931764578,Central America and Caribbean,Geocoded,,
170,"El Ovejero, Jutiapa, Guatemala",Guatemala,,,"El Ovejero, Jutiapa, Guatemala",14.4393269,-89.8680008,,GTM,316.0,0.0,"El Ovejero, Jutiapa",0.0,14.4393269,-89.86800079999999,Central America and Caribbean,Geocoded,,
171,"Estanzuela, Zacapa, Guatemala",Guatemala,,,"Estanzuela, Zacapa, Guatemala",14.9788616,-89.60987405581477,,GTM,317.0,0.0,Estanzuela,0.0,14.9788616,-89.60987405581476,Central America and Caribbean,Geocoded,,
172,"Guatemala, Guatemala",Guatemala,,,"Guatemala, Guatemala",15.6356088,-89.8988087,,GTM,319.0,,Guatemala,,15.635608800000002,-89.8988087,Central America and Caribbean,Geocoded,,
173,"Río San Pedro (Guatemala-México), Petén, Guatemala",Guatemala,,,"Río San Pedro (Guatemala-México), Petén, Guatemala",17.2708286,-90.8744237,,GTM,322.0,0.0,La Flecha,0.0,17.2708286,-90.87442370000001,Central America and Caribbean,Geocoded,,
174,"Parque San José La Máquina, Suchitepéquez, Guatemala",Guatemala,,,"Parque San José La Máquina, Suchitepéquez, Guatemala",14.30496535,-91.56539103867601,,GTM,323.0,0.0,La Maquina,0.0,14.30496535,-91.565391038676,Central America and Caribbean,Geocoded,,
175,"Centro 2 La Máquina, Tulate, Retalhuleu, Guatemala",Guatemala,,,"Centro 2 La Máquina, Tulate, Retalhuleu, Guatemala",14.2371945,-91.6748598,,GTM,326.0,0.0,"La Maquina, Tulate",0.0,14.237194500000001,-91.6748598,Central America and Caribbean,Geocoded,,
176,"Monjas, Jalapa, Guatemala",Guatemala,,,"Monjas, Jalapa, Guatemala",14.51342945,-89.8990143228134,,GTM,327.0,0.0,Las Monjas,0.0,14.51342945,-89.89901432281341,Central America and Caribbean,Geocoded,,
177,"Monjas, Jalapa, Guatemala",Guatemala,,,"Monjas, Jalapa, Guatemala",14.51342945,-89.8990143228134,,GTM,329.0,0.0,"Monjas, Jalapa",0.0,14.51342945,-89.89901432281341,Central America and Caribbean,Geocoded,,
178,"Nueva Concepción, Escuintla, Guatemala",Guatemala,,,"Nueva Concepción, Escuintla, Guatemala",14.126215349999999,-91.29472825431031,,GTM,330.0,0.0,Nueva Concepcion,0.0,14.12621535,-91.29472825431033,Central America and Caribbean,Geocoded,,
179,"El Ovejero, Jutiapa, Guatemala",Guatemala,,,"El Ovejero, Jutiapa, Guatemala",14.4393269,-89.8680008,,GTM,331.0,0.0,"Ovejero, Jutiapa",0.0,14.4393269,-89.86800079999999,Central America and Caribbean,Geocoded,,
180,"Quesada, Jutiapa, Guatemala",Guatemala,,,"Quesada, Jutiapa, Guatemala",14.2853523,-90.03049884223813,,GTM,332.0,0.0,"Quesada, Jutiapa",0.0,14.285352300000001,-90.03049884223812,Central America and Caribbean,Geocoded,,
181,"Salamá, Baja Verapaz, Guatemala",Guatemala,,,"Salamá, Baja Verapaz, Guatemala",15.0446519,-90.32065034806926,,GTM,333.0,0.0,Salam B. V.,0.0,15.0446519,-90.32065034806926,Central America and Caribbean,Geocoded,,
182,"San José Pinula, Guatemala, Guatemala",Guatemala,,,"San José Pinula, Guatemala, Guatemala",14.55343475,-90.34585630827843,,GTM,334.0,0.0,San Jos╔ Pinula,0.0,14.55343475,-90.34585630827844,Central America and Caribbean,Geocoded,,
183,"San Pedro Pinula, Jalapa, Guatemala",Guatemala,,,"San Pedro Pinula, Jalapa, Guatemala",14.7148894,-89.83911116760636,,GTM,335.0,0.0,"San Pedro Pinula, Jalapa",0.0,14.7148894,-89.83911116760635,Central America and Caribbean,Geocoded,,
184,"Santo Domingo Suchitepéquez, Suchitepéquez, Guatemala",Guatemala,,,"Santo Domingo Suchitepéquez, Suchitepéquez, Guatemala",14.2812826,-91.49676486660707,,GTM,336.0,0.0,Sto Domingo,0.0,14.2812826,-91.49676486660708,Central America and Caribbean,Geocoded,,
185,"Zacapa, Zacapa, Guatemala",Guatemala,,,"Zacapa, Zacapa, Guatemala",14.96919145,-89.44919255064195,,GTM,339.0,0.0,Zacapa,0.0,14.96919145,-89.44919255064195,Central America and Caribbean,Geocoded,,
186,"Haiti, Haiti",Haiti,,,"Haiti, Haiti",19.1399952,-72.3570972,,HTI,341.0,0.0,Chantilly,0.0,19.139995199999998,-72.35709720000001,Central America and Caribbean,Geocoded,,
187,"Candelaria, Lempira, Honduras",Honduras,,,"Candelaria, Lempira, Honduras",14.0905089,-88.5607372,,HND,346.0,0.0,"Candelaria, Lempira",0.0,14.090508900000001,-88.56073719999999,Central America and Caribbean,Geocoded,,
188,"Catacamas, Olancho, Honduras",Honduras,,,"Catacamas, Olancho, Honduras",14.8484732,-85.894113,,HND,347.0,0.0,"Catacamas, Olancho",0.0,14.848473199999999,-85.894113,Central America and Caribbean,Geocoded,,
189,"El Coyolito, Comayagua, Comayagua, Honduras",Honduras,,,"El Coyolito, Comayagua, Comayagua, Honduras",14.3188383,-87.5135833,,HND,349.0,0.0,"Comayagua, E.e. Playitas",0.0,14.3188383,-87.5135833,Central America and Caribbean,Geocoded,,
190,"Cerro El Pital, Nueva Ocotepeque, Ocotepeque, Honduras",Honduras,,,"Cerro El Pital, Nueva Ocotepeque, Ocotepeque, Honduras",14.3846736,-89.1293056,,HND,352.0,0.0,"El Pital, Atlantida",0.0,14.384673600000001,-89.1293056,Central America and Caribbean,Geocoded,,
191,"Jutiquile, Olancho, Honduras",Honduras,,,"Jutiquile, Olancho, Honduras",14.7432601,-86.0952627,,HND,354.0,0.0,"Jutiquile, Olancho",0.0,14.743260099999999,-86.09526269999999,Central America and Caribbean,Geocoded,,
192,"Escuela Normal Mixta Del Litoral Atlantico, Puerto Arturo, Atlántida, Honduras",Honduras,,,"Escuela Normal Mixta Del Litoral Atlantico, Puerto Arturo, Atlántida, Honduras",15.771626399999999,-87.46722434647117,,HND,357.0,0.0,Litoral Atlantico,0.0,15.7716264,-87.46722434647117,Central America and Caribbean,Geocoded,,
193,"Yorito, Yoro, Honduras",Honduras,,,"Yorito, Yoro, Honduras",15.0654325,-87.2820675,,HND,358.0,0.0,"Luquigue Yorito, Yoro",0.0,15.065432500000002,-87.28206750000001,Central America and Caribbean,Geocoded,,
194,"Danli, El Paraíso, Honduras",Honduras,,,"Danli, El Paraíso, Honduras",14.0332817,-86.5686813,,HND,360.0,0.0,"Obraje, Danli",0.0,14.033281699999998,-86.5686813,Central America and Caribbean,Geocoded,,
195,"Las Playitas, Choluteca, Honduras",Honduras,,,"Las Playitas, Choluteca, Honduras",13.641861,-87.3636421,,HND,363.0,0.0,Playita,0.0,13.641860999999999,-87.36364209999999,Central America and Caribbean,Geocoded,,
196,"Desvio Potrerillos Airport, Juticalpa, Olancho, Honduras",Honduras,,,"Desvio Potrerillos Airport, Juticalpa, Olancho, Honduras",14.5958328,-86.1500015,,HND,364.0,0.0,"Potrerillos, Olancho",0.0,14.5958328,-86.1500015,Central America and Caribbean,Geocoded,,
197,"Barrio El Paraiso, Aldea de San Juan, Atlántida, Honduras",Honduras,,,"Barrio El Paraiso, Aldea de San Juan, Atlántida, Honduras",15.7776096,-87.4810315,,HND,366.0,0.0,"San Lucas, El Paraiso",0.0,15.7776096,-87.4810315,Central America and Caribbean,Geocoded,,
198,"Carretera Hacia Catacamas, Santa Maria del Real, Olancho, Honduras",Honduras,,,"Carretera Hacia Catacamas, Santa Maria del Real, Olancho, Honduras",14.7511235,-86.0574774,,HND,367.0,0.0,"San Pedro De Catacamas, Olancho",0.0,14.751123499999999,-86.05747740000001,Central America and Caribbean,Geocoded,,
199,"El Negrito, Yoro, Honduras",Honduras,,,"El Negrito, Yoro, Honduras",15.3067118,-87.6991901,,HND,369.0,0.0,"Yoro, El Pate",0.0,15.306711800000002,-87.6991901,Central America and Caribbean,Geocoded,,
200,"Morazan, Yoro, Honduras",Honduras,,,"Morazan, Yoro, Honduras",15.3202182,-87.598286,,HND,370.0,0.0,"Yoro, Morazan",0.0,15.3202182,-87.598286,Central America and Caribbean,Geocoded,,
201,"Amberpet, Telangana, India",India,,,"Amberpet, Telangana, India",17.7776835,78.5705066,,IND,373.0,0.0,Amberpet,0.0,17.7776835,78.5705066,Asia,Geocoded,,
202,"Gorakhpur, Uttar Pradesh, India",India,,,"Gorakhpur, Uttar Pradesh, India",26.75845,83.37521749999999,,IND,385.0,0.0,"Belipar, Gorakhpur, U.p.",0.0,26.75845,83.37521749999998,Asia,Geocoded,,
203,"Bihar, India",India,,,"Bihar, India",25.6440845,85.906508,,IND,386.0,0.0,Bihar,0.0,25.6440845,85.906508,Asia,Geocoded,,
204,"India, India",India,,,"India, India",22.3511148,78.6677428,,IND,394.0,0.0,Dohad,0.0,22.3511148,78.6677428,Asia,Geocoded,,
205,"Godhra, 389001, Gujarat, India",India,,,"Godhra, 389001, Gujarat, India",22.7785001,73.6245157,,IND,396.0,0.0,Godhsa Gaujasat,0.0,22.778500100000002,73.6245157,Asia,Geocoded,,
206,"India, India",India,,,"India, India",22.3511148,78.6677428,,IND,398.0,0.0,India,0.0,22.3511148,78.6677428,Asia,Geocoded,,
207,"India, India",India,,,"India, India",22.3511148,78.6677428,,IND,407.0,0.0,Khadbrabhra,0.0,22.3511148,78.6677428,Asia,Geocoded,,
208,"Khedbrahma, 383255, Gujarat, India",India,,,"Khedbrahma, 383255, Gujarat, India",24.0310797,73.0484074,,IND,408.0,0.0,Khedbrahma,0.0,24.0310797,73.0484074,Asia,Geocoded,,
209,"India, India",India,,,"India, India",22.3511148,78.6677428,,IND,413.0,0.0,Muzafferpur,0.0,22.3511148,78.6677428,Asia,Geocoded,,
210,"New Delhi, Delhi, India",India,,,"New Delhi, Delhi, India",28.6141793,77.2022662,,IND,414.0,0.0,New Delhi,0.0,28.6141793,77.2022662,Asia,Geocoded,,
211,"Parbhani, 431400, Maharashtra, India",India,,,"Parbhani, 431400, Maharashtra, India",19.262469,76.7718,,IND,419.0,0.0,Parbhani,0.0,19.262469,76.7718,Asia,Geocoded,,
212,"Poonch, Uttar Pradesh, India",India,,,"Poonch, Uttar Pradesh, India",25.8241798,79.0444959,,IND,420.0,0.0,Poonch,0.0,25.8241798,79.0444959,Asia,Geocoded,,
213,"Kasu Brahmananda Reddy Park, KBR Park Peripheral Jogging Track, 500034, KBR Park Peripheral Jogging Track, Hyderabad, Telangana, India",India,,,"Kasu Brahmananda Reddy Park, KBR Park Peripheral Jogging Track, 500034, KBR Park Peripheral Jogging Track, Hyderabad, Telangana, India",17.4202917,78.42046362794693,,IND,421.0,0.0,Prabhakar Reddy,0.0,17.4202917,78.42046362794694,Asia,Geocoded,,
214,"India, India",India,,,"India, India",22.3511148,78.6677428,,IND,422.0,0.0,Probhakor,0.0,22.3511148,78.6677428,Asia,Geocoded,,
215,"Pusa, Delhi, India",India,,,"Pusa, Delhi, India",28.63629965,77.15764441079895,,IND,424.0,0.0,Pusa,0.0,28.63629965,77.15764441079895,Asia,Geocoded,,
216,"India Gate, Rajpath, 020626, Rajpath, New Delhi, Delhi, India",India,,,"India Gate, Rajpath, 020626, Rajpath, New Delhi, Delhi, India",28.6128924,77.2294312,,IND,425.0,0.0,R&d (pachora).,0.0,28.6128924,77.22943120000001,Asia,Geocoded,,
