COUNT,Country,DAYLENGTH,ELEVATION,ELEV_M,EVAP,ElevM,GRIDCODE,ISO2,ISO3,Irrig_p,LATITUDEdec,LONGITUDEdec,Latitude,LatitudeMin,Location,LocationData,LocationID,LocationIDOld,Longitude,LongitudeMin,MAX_TEMP,MEANTEMP,MEANTEMPRange,MIN_TEMP,MegaEnviron,PRE,PolyCountry,PolyISO2,PolyISO3,Region,SITEID,START,Type,Z_M_RAIN,geometry,grlatitud,grlongitud,latitudNS,longitudEW,minlatitud,minlongitud,oldid,temp_lat,temp_lng
0.0,AFGHANISTAN,,0.0,0.0,,1835.0,0.0,AF,AFG,33.0,0.0,0.0,34.48845,,DARUL AMAN KABUL (2),0.0,2,,69.20288,,,0.0,,,,,Afghanistan,AF,AFG,Asia,0.0,,Original,,POINT (69.20287999999999 34.48845),0.0,0.0,,,0.0,0.0,1752.0,34.48845,69.20288
0.0,COLOMBIA,,0.0,0.0,470.0,564.0,0.0,CO,COL,30.0,0.0,0.0,2.62,2 37 N,LA ULLOA MPIO RIVERA,0.0,155,,-75.42,75 25 W,24.059999,0.0,,15.26,Wet Upper Mid-altitude,939.0,Colombia,CO,COL,South America,0.0,10.0,Original,,POINT (-75.42 2.62),2.0,75.0,N,W,37.0,25.0,142.0,2.62,-75.42
0.0,COLOMBIA,,0.0,0.0,505.0,962.0,0.0,CO,COL,25.0,0.0,0.0,3.5,3 30N,CALI,0.0,126,,-76.37,76 22W,27.719999,0.0,,17.359999,Wet Upper Mid-altitude,644.0,Colombia,CO,COL,South America,0.0,10.0,Original,,POINT (-76.37 3.5),3.0,76.0,N,W,30.0,22.0,130.0,3.5,-76.37
0.0,COLOMBIA,,0.0,0.0,461.0,984.0,0.0,CO,COL,21.0,0.0,0.0,3.7,3 42N,"EL CERRITO, VALLE DEL CAUCA",0.0,139,,-76.32,76 19W,22.9,0.0,,13.48,Highland,808.0,Colombia,CO,COL,South America,0.0,10.0,Original,,POINT (-76.31999999999999 3.7),3.0,76.0,N,W,42.0,19.0,143.0,3.7,-76.32
0.0,COLOMBIA,,0.0,0.0,449.0,1150.0,0.0,CO,COL,26.0,0.0,0.0,3.88,3 53 N,BUGA,0.0,122,,-76.28,76 17 W,21.66,0.0,,12.56,Highland,819.0,Colombia,CO,COL,South America,0.0,10.0,Original,,POINT (-76.28 3.88),3.0,76.0,N,W,53.0,17.0,141.0,3.88,-76.28
0.0,COLOMBIA,11.8,0.0,0.0,499.0,2031.0,0.0,CO,COL,16.0,0.0,0.0,4.27,3 76S,PALMIRA,0.0,164,,-76.32,76 19W,28.34,18.4,,18.58,Wet Lower Mid-altitude,775.0,Colombia,CO,COL,South America,0.0,8.0,Original,,POINT (-76.31999999999999 4.27),3.0,76.0,N,W,76.0,19.0,125.0,4.27,-76.32
0.0,COLOMBIA,,0.0,0.0,547.0,19.0,0.0,CO,COL,0.0,0.0,0.0,8.65,8 39N,TURIPANA (2),0.0,196,,-75.97,75 58W,31.120001,0.0,,22.9,Wet Lowland,1335.0,Colombia,CO,COL,South America,0.0,7.0,Original,,POINT (-75.97 8.65),8.0,75.0,N,W,39.0,58.0,139.0,8.65,-75.97
0.0,COLOMBIA,12,0.0,0.0,547.0,19.0,0.0,CO,COL,0.0,0.0,0.0,8.65,8 39N,TURIPANA,0.0,195,,-75.97,75 58W,31.120001,27.0,,22.9,Wet Lowland,1335.0,Colombia,CO,COL,South America,0.0,7.0,Original,,POINT (-75.97 8.65),8.0,75.0,N,W,39.0,58.0,126.0,8.65,-75.97
0.0,COLOMBIA,,0.0,0.0,0.0,0.0,0.0,CO,COL,,0.0,0.0,8.94632816314697,,SAHAGU - - - - SAHAGUN,0.0,1540,,-75.4312591552734,,0.0,0.0,,0.0,,0.0,Colombia,CO,COL,South America,0.0,0.0,Original,,POINT (-75.43125915527339 8.946328163146971),0.0,0.0,,,0.0,0.0,,8.94632816314697,-75.4312591552734
0.0,COSTA RICA,,0.0,0.0,495.0,1195.0,0.0,CR,CRI,0.0,0.0,0.0,9.98,9 59 N,"SAN JOSE, COSTA RICA",0.0,220,,-84.07,84 4 W,26.120001,0.0,,16.5,Wet Upper Mid-altitude,1358.0,Costa Rica,CR,CRI,Central America and Caribbean,0.0,6.0,Original,,POINT (-84.06999999999999 9.98),9.0,84.0,N,W,59.0,4.0,252.0,9.98,-84.07
0.0,COSTA RICA,,0.0,0.0,591.0,19.0,0.0,CR,CRI,3.0,0.0,0.0,10.35,10 21N,GUANACASTE,0.0,217,,-85.13,85  8W,32.220001,0.0,,21.74,Wet Lowland,1771.0,Costa Rica,CR,CRI,Central America and Caribbean,0.0,6.0,Original,,POINT (-85.13 10.35),10.0,85.0,N,W,21.0,8.0,231.0,10.35,-85.13
0.0,COSTA RICA,,0.0,0.0,589.0,75.0,0.0,CR,CRI,1.0,0.0,0.0,10.43,10 26N,"CA╤AS, GUANACASTE",0.0,211,,-85.1,85 6W,31.959999,0.0,,21.639999,Wet Lowland,1759.0,Costa Rica,CR,CRI,Central America and Caribbean,0.0,6.0,Original,,POINT (-85.09999999999999 10.43),10.0,85.0,N,W,26.0,6.0,253.0,10.43,-85.1
,COSTA RICA,,,,,10.0,,CR,CRI,,,,10.4300003051758,10 26N,"CAÑAS, GUANACASTE",,1400,,-85.0999984741211,85 6W,,,,,,,Costa Rica,CR,CRI,Central America and Caribbean,,,Original,,POINT (-85.09999847412109 10.4300003051758),10.0,85.0,N,W,26.0,6.0,,10.4300003051758,-85.0999984741211
0.0,DOMINICAN REPUBLIC,,0.0,0.0,0.0,152.0,0.0,DO,DOM,29.0,0.0,0.0,18.32,18 19 N,BANI,0.0,232,,-70.35,70 21 W,0.0,0.0,,0.0,,0.0,Dominican Republic,DO,DOM,Central America and Caribbean,0.0,0.0,Original,,POINT (-70.34999999999999 18.32),18.0,70.0,N,W,19.0,21.0,642.0,18.32,-70.35
0.0,ECUADOR,,0.0,0.0,0.0,0.0,0.0,EC,ECU,,0.0,0.0,-4.11289691925049,,ORGANOS - - - - HORGANOS,0.0,1543,,-80.1526107788086,,0.0,0.0,,0.0,,0.0,Ecuador,EC,ECU,South America,0.0,0.0,Original,,POINT (-80.15261077880859 -4.11289691925049),0.0,0.0,,,0.0,0.0,,-4.11289691925049,-80.1526107788086
0.0,ECUADOR,,0.0,0.0,0.0,0.0,0.0,EC,ECU,,0.0,0.0,-1.18333327770233,,LODANA - - - - -  LODANO,0.0,1542,,-80.4000015258789,,0.0,0.0,,0.0,,0.0,Ecuador,EC,ECU,South America,0.0,0.0,Original,,POINT (-80.40000152587891 -1.18333327770233),0.0,0.0,,W,0.0,0.0,,-1.18333327770233,-80.4000015258789
0.0,ECUADOR,,0.0,0.0,500.0,235.0,0.0,EC,ECU,11.0,0.0,0.0,-1.12,1  7S,PORTO VIEJO (2),0.0,243,,-80.47,80 28W,30.219999,0.0,,20.92,Dry Lowland,709.0,Ecuador,EC,ECU,South America,0.0,1.0,Original,,POINT (-80.47 -1.12),1.0,80.0,S,W,7.0,28.0,151.0,-1.12,-80.47
0.0,ECUADOR,,0.0,0.0,476.0,65.0,0.0,EC,ECU,0.0,0.0,0.0,-1.1,1  6S,LOS RIOS,0.0,238,,-79.48,79 29W,29.040001,0.0,,20.34,Wet Lower Mid-altitude,1695.0,Ecuador,EC,ECU,South America,0.0,1.0,Original,,POINT (-79.48 -1.1),1.0,79.0,S,W,6.0,29.0,155.0,-1.1,-79.48
0.0,ECUADOR,,0.0,0.0,476.0,65.0,0.0,EC,ECU,0.0,0.0,0.0,-1.1,1  6S,PICHILINGUE,0.0,240,,-79.48,79 29W,29.040001,0.0,,20.34,Wet Lower Mid-altitude,1695.0,Ecuador,EC,ECU,South America,0.0,1.0,Original,,POINT (-79.48 -1.1),1.0,79.0,S,W,6.0,29.0,144.0,-1.1,-79.48
0.0,ECUADOR,,0.0,0.0,497.0,91.0,0.0,EC,ECU,1.0,0.0,0.0,-1.07,1  4S,PORTO VIEJO,0.0,242,,-80.43,80 26W,30.08,0.0,,20.940001,Dry Lowland,719.0,Ecuador,EC,ECU,South America,0.0,1.0,Original,,POINT (-80.43000000000001 -1.07),1.0,80.0,S,W,4.0,26.0,145.0,-1.07,-80.43
0.0,EGYPT,,0.0,13.0,437.0,30.0,0.0,EG,EGY,70.0,29.0,30.98,28.93,28 56N,SIDS,0.0,248,,30.98,30 59E,22.800001,0.0,,8.639999,,4.0,Egypt,EG,EGY,North Africa and Near East,0.0,11.0,Original,,POINT (30.98 28.93),28.0,30.0,N,E,56.0,59.0,668.0,28.93,30.98
0.0,EGYPT,,0.0,13.0,404.0,9.0,0.0,EG,EGY,95.0,31.0,31.12,30.72,30 43N,GEMMEIZA,0.0,244,,31.12,31  7E,21.700001,0.0,,9.32,,29.0,Egypt,EG,EGY,North Africa and Near East,0.0,11.0,Original,,POINT (31.12 30.72),30.0,31.0,N,E,43.0,7.0,669.0,30.72,31.12
0.0,EGYPT,,0.0,17.0,399.0,3.0,0.0,EG,EGY,87.0,31.0,30.5,31.0,31  0N,NUBARIA,0.0,246,,30.5,30 30E,21.220001,0.0,,10.08,,71.0,Egypt,EG,EGY,North Africa and Near East,0.0,11.0,Original,,POINT (30.5 31),31.0,30.0,N,E,0.0,30.0,671.0,31.0,30.5
0.0,EGYPT,,0.0,13.0,402.0,6.0,0.0,EG,EGY,71.0,31.0,30.95,31.12,31  7N,SAKHA,0.0,247,,30.95,30 57E,21.5,0.0,,9.6,,59.0,Egypt,EG,EGY,North Africa and Near East,0.0,11.0,Original,,POINT (30.95 31.12),31.0,30.0,N,E,7.0,57.0,670.0,31.12,30.95
0.0,ERITREA,,0.0,0.0,840.0,906.0,0.0,ER,ERI,0.0,0.0,0.0,14.92,,SHAMBIKO,0.0,279,,37.83,,34.2200012207,0.0,,19.7200012207,Dry Lowland,477.0,Eritrea,ER,ERI,Eastern and Southern Africa,0.0,5.0,Original,,POINT (37.83 14.92),0.0,0.0,,,0.0,0.0,2623.0,14.92,37.83
0.0,ERITREA,,0.0,0.0,775.0,1837.0,0.0,ER,ERI,0.0,0.0,0.0,15.0,,HALHALE,0.0,278,,39.0,,27.5599994659,0.0,,15.5799999237,Dry Mid-altitude,443.0,Eritrea,ER,ERI,Eastern and Southern Africa,0.0,5.0,Original,,POINT (39 15),0.0,0.0,,,0.0,0.0,2621.0,15.0,39.0
0.0,EL SALVADOR,,0.0,0.0,670.0,4.0,0.0,SV,SLV,0.0,0.0,0.0,13.33,13 20N,SANTA CRUZ (2),0.0,272,,-88.83,88 50W,33.260002,0.0,,22.16,Wet Lowland,1662.0,El Salvador,SV,SLV,Central America and Caribbean,0.0,6.0,Original,,POINT (-88.83 13.33),13.0,88.0,N,W,20.0,50.0,264.0,13.33,-88.83
0.0,EL SALVADOR,,0.0,0.0,670.0,4.0,0.0,SV,SLV,0.0,0.0,0.0,13.33,13 20N,"SANTA CRUZ, EL SALVADOR",0.0,274,,-88.83,88 50W,33.260002,0.0,,22.16,Wet Lowland,1662.0,El Salvador,SV,SLV,Central America and Caribbean,0.0,6.0,Original,,POINT (-88.83 13.33),13.0,88.0,N,W,20.0,50.0,255.0,13.33,-88.83
0.0,EL SALVADOR,,0.0,0.0,590.0,752.0,0.0,SV,SLV,0.0,0.0,0.0,13.92,13 55N,AHUACHAPAN,0.0,249,,-89.85,89 51W,29.1,0.0,,19.280001,Wet Lower Mid-altitude,1625.0,El Salvador,SV,SLV,Central America and Caribbean,0.0,6.0,Original,,POINT (-89.84999999999999 13.92),13.0,89.0,N,W,55.0,51.0,258.0,13.92,-89.85
0.0,EL SALVADOR,,0.0,0.0,0.0,0.0,0.0,SV,SLV,,0.0,0.0,13.981632232666,,CHALCHAHUAPA - - - CHALCHUAPA,0.0,1544,,-89.6813735961914,,0.0,0.0,,0.0,,0.0,El Salvador,SV,SLV,Central America and Caribbean,0.0,0.0,Original,,POINT (-89.68137359619141 13.981632232666),0.0,0.0,N,W,0.0,0.0,,13.981632232666,-89.6813735961914
0.0,EL SALVADOR,,0.0,0.0,0.0,0.0,0.0,SV,SLV,,0.0,0.0,14.0782823562622,,EL COYALITO - - - EL COYOLITO,0.0,1545,,-89.1396331787109,,0.0,0.0,,0.0,,0.0,El Salvador,SV,SLV,Central America and Caribbean,0.0,0.0,Original,,POINT (-89.13963317871089 14.0782823562622),0.0,0.0,,,0.0,0.0,,14.0782823562622,-89.1396331787109
0.0,ETHIOPIA,,0.0,0.0,596.0,1408.0,0.0,ET,ETH,0.0,0.0,0.0,5.85,5 51N,BAKO (2),0.0,287,,37.08,37  5E,26.860001,0.0,,15.8,Dry Mid-altitude,479.0,Ethiopia,ET,ETH,Eastern and Southern Africa,0.0,4.0,Original,,POINT (37.08 5.85),5.0,37.0,N,E,51.0,5.0,887.0,5.85,37.08
720.0,ETHIOPIA,,1700.0,1680.0,554.0,1700.0,22.0,ET,ETH,0.0,7.0,38.47,7.05,7  5N,AWASSA,0.0,284,,38.47,38 29E,25.780001,0.0,,13.02,Dry Mid-altitude,585.0,Ethiopia,ET,ETH,Eastern and Southern Africa,0.0,5.0,Original,,POINT (38.47 7.05),7.0,38.0,N,E,5.0,29.0,871.0,7.05,38.47
0.0,ETHIOPIA,,0.0,0.0,542.0,1693.0,0.0,ET,ETH,0.0,0.0,0.0,7.08,7  5N,AWASSA (2),0.0,285,,38.48,38  29E,24.959999,0.0,,12.4,Wet Upper Mid-altitude,608.0,Ethiopia,ET,ETH,Eastern and Southern Africa,0.0,5.0,Original,,POINT (38.48 7.08),7.0,38.0,N,E,5.0,29.0,880.0,7.08,38.48
720.0,ETHIOPIA,11 to 12.5,1750.0,1767.0,504.0,1728.0,22.0,ET,ETH,0.0,8.0,36.83,7.67,7 48N,JIMMA,0.0,291,,36.83,36  0E,25.92,0.0,<= 18,13.66,Wet Upper Mid-altitude,1015.0,Ethiopia,ET,ETH,Eastern and Southern Africa,43.0,5.0,Original,>=200 and <600,POINT (36.83 7.67),7.0,36.0,N,E,48.0,0.0,877.0,7.67,36.83
0.0,ETHIOPIA,,0.0,0.0,797.772094727,880.0,0.0,ET,ETH,0.0,0.0,0.0,7.71099,,ETHIOPIA,0.0,288,,42.53906,,35.1422233582,0.0,,23.8199996948,,629.0,Ethiopia,ET,ETH,Eastern and Southern Africa,0.0,6.0,Original,,POINT (42.53906 7.71099),0.0,0.0,,,0.0,0.0,1434.0,7.71099,42.53906
0.0,ETHIOPIA,,0.0,0.0,577.0,1640.0,0.0,ET,ETH,0.0,0.0,0.0,8.0,8  0 N,ZIWAY,0.0,302,,38.83,38 50E,25.299999,0.0,,13.0,Dry Mid-altitude,496.0,Ethiopia,ET,ETH,Eastern and Southern Africa,0.0,5.0,Original,,POINT (38.83 8),8.0,38.0,N,E,0.0,50.0,890.0,8.0,38.83
485.0,ETHIOPIA,,2200.0,2225.0,540.0,2241.0,32.0,ET,ETH,0.0,8.0,39.15,8.0,,KULUMSA,0.0,294,,39.15,,22.940001,0.0,,10.92,Highland,631.0,Ethiopia,ET,ETH,Eastern and Southern Africa,0.0,5.0,Original,,POINT (39.15 8),0.0,0.0,,,0.0,0.0,906.0,8.0,39.15
720.0,ETHIOPIA,,0.0,1531.0,630.0,1545.0,22.0,ET,ETH,45.0,8.0,39.33,8.4,,MELKASA,0.0,295,,39.33,,28.42,0.0,,15.94,Dry Mid-altitude,580.0,Ethiopia,ET,ETH,Eastern and Southern Africa,0.0,5.0,Original,,POINT (39.33 8.4),0.0,0.0,N,E,0.0,0.0,891.0,8.4,39.33
0.0,ETHIOPIA,11 to 12.5,0.0,0.0,617.0,1451.0,0.0,ET,ETH,3.0,0.0,0.0,8.5,8 30N,NAZARETH,0.0,297,,39.5,39 30E,27.76,0.0,> 18 and < 24,15.1,Wet Upper Mid-altitude,613.0,Ethiopia,ET,ETH,Eastern and Southern Africa,42.0,5.0,Original,>=200 and <600,POINT (39.5 8.5),8.0,39.0,N,E,30.0,30.0,876.0,8.5,39.5
0.0,ETHIOPIA,,0.0,0.0,611.0,1614.0,0.0,ET,ETH,0.0,0.0,0.0,8.5239,,NAZRET,0.0,298,,39.2582,,27.3800010681,0.0,,14.8999996185,Wet Upper Mid-altitude,627.0,Ethiopia,ET,ETH,Eastern and Southern Africa,0.0,5.0,Original,,POINT (39.2582 8.523899999999999),0.0,0.0,,,0.0,0.0,1949.0,8.5239,39.2582
0.0,ETHIOPIA,,2225.0,0.0,502.0,2245.0,0.0,ET,ETH,0.0,0.0,0.0,8.96,,AMBO,0.0,283,,38.857,,21.84,0.0,,9.5,Highland,896.0,Ethiopia,ET,ETH,Eastern and Southern Africa,0.0,5.0,Original,,POINT (38.857 8.960000000000001),0.0,0.0,,,0.0,0.0,2028.0,8.96,38.857
485.0,ETHIOPIA,,2400.0,2319.0,485.0,2342.0,32.0,ET,ETH,0.0,9.0,38.5,9.05,,HOLETTA,0.0,290,,38.5,,21.34,0.0,,9.16,Highland,925.0,Ethiopia,ET,ETH,Eastern and Southern Africa,0.0,5.0,Original,,POINT (38.5 9.050000000000001),0.0,0.0,,,0.0,0.0,904.0,9.05,38.5
984.0,ETHIOPIA,,1650.0,1812.0,489.0,1680.0,23.0,ET,ETH,0.0,9.0,37.15,9.1,5  51N,BAKO,0.0,286,,37.15,37  5E,23.860001,0.0,,12.5,Highland,1030.0,Ethiopia,ET,ETH,Eastern and Southern Africa,0.0,5.0,Original,,POINT (37.15 9.1),5.0,37.0,N,E,51.0,5.0,872.0,9.1,37.15
720.0,ETHIOPIA,,1470.0,1571.0,634.0,1657.0,22.0,ET,ETH,0.0,9.0,41.18,9.33,9 15 N,MIESO,0.0,296,,41.18,40 43 E,25.640001,0.0,,13.9,Wet Upper Mid-altitude,611.0,Ethiopia,ET,ETH,Eastern and Southern Africa,0.0,5.0,Original,,POINT (41.18 9.33),9.0,40.0,N,E,15.0,43.0,889.0,9.33,41.18
720.0,ETHIOPIA,,1980.0,1818.0,601.0,1806.0,22.0,ET,ETH,0.0,10.0,41.95,9.5,9 24N,ALEMAYA,0.0,282,,41.95,41  5E,23.18,0.0,,12.38,Highland,587.0,Ethiopia,ET,ETH,Eastern and Southern Africa,0.0,5.0,Original,,POINT (41.95 9.5),9.0,41.0,N,E,24.0,5.0,870.0,9.5,41.95
0.0,ETHIOPIA,,0.0,0.0,478.0,2884.0,0.0,ET,ETH,0.0,0.0,0.0,10.7853002548,,KOKATE,0.0,293,,38.0278015137,,21.6599998474,0.0,,9.23999977112,Highland,1103.0,Ethiopia,ET,ETH,Eastern and Southern Africa,0.0,5.0,Original,,POINT (38.0278015137 10.7853002548),0.0,0.0,,,0.0,0.0,1447.0,10.7853002548,38.0278015137
634.0,ETHIOPIA,,1100.0,1316.0,585.0,1499.0,53.0,ET,ETH,0.0,11.0,38.0,11.23,11 14N,PAWE,0.0,300,,38.0,38 E,26.780001,0.0,,13.76,Wet Upper Mid-altitude,987.0,Ethiopia,ET,ETH,Eastern and Southern Africa,0.0,5.0,Original,,POINT (38 11.23),11.0,38.0,N,E,14.0,0.0,881.0,11.23,38.0
219.0,ETHIOPIA,,2240.0,2238.0,476.0,2187.0,63.0,ET,ETH,0.0,11.0,37.48,11.27,,ADET,0.0,281,,37.48,,23.059999,0.0,,10.4,Highland,1226.0,Ethiopia,ET,ETH,Eastern and Southern Africa,0.0,6.0,Original,,POINT (37.48 11.27),0.0,0.0,,,0.0,0.0,893.0,11.27,37.48
0.0,FIJI,,0.0,0.0,0.0,0.0,0.0,FJ,FJI,,0.0,0.0,-17.3736000061035,,DOBULENI RESEARCH STATION - - - DOBUILEVU RESEARCH,0.0,1546,,178.170608520508,,0.0,0.0,,0.0,,0.0,Fiji,FJ,FJI,,0.0,0.0,Original,,POINT (178.170608520508 -17.3736000061035),0.0,0.0,,,0.0,0.0,,-17.3736000061035,178.170608520508
0.0,GHANA,,55.0,0.0,608.0,48.0,0.0,GH,GHA,0.0,0.0,0.0,5.683333,5 17N,POKUASE,0.0,313,,-0.283333,0 17W,30.52,0.0,,23.32,Dry Lowland,684.0,Ghana,GH,GHA,Western Africa,0.0,3.0,Original,,POINT (-0.283333 5.683333),5.0,0.0,N,W,17.0,17.0,764.0,5.683333,-0.283333
316.0,GHANA,,287.0,297.0,497.0,273.0,13.0,GH,GHA,0.0,7.0,-1.58,6.75,6 45N,KWADASO,0.0,311,,-1.58,1 35W,28.18,0.0,,21.08,Wet Lower Mid-altitude,802.0,Ghana,GH,GHA,Western Africa,0.0,6.0,Original,,POINT (-1.58 6.75),6.0,1.0,N,W,45.0,35.0,763.0,6.75,-1.58
0.0,GHANA,,270.0,0.0,497.0,292.0,0.0,GH,GHA,0.0,0.0,0.0,6.75,6 45N,FUMESUA,0.0,310,,-1.583333,1 35W,28.18,0.0,,21.08,Wet Lower Mid-altitude,802.0,Ghana,GH,GHA,Western Africa,0.0,6.0,Original,,POINT (-1.583333 6.75),6.0,1.0,N,W,45.0,35.0,767.0,6.75,-1.583333
0.0,GHANA,,232.0,0.0,513.0,256.0,0.0,GH,GHA,0.0,0.0,0.0,7.383333,7 23N,EJURA,0.0,309,,-1.366666,1 22W,29.0,0.0,,21.359999,Wet Lower Mid-altitude,784.0,Ghana,GH,GHA,Western Africa,0.0,6.0,Original,,POINT (-1.366666 7.383333),7.0,1.0,N,W,23.0,22.0,765.0,7.383333,-1.366666
0.0,GHANA,,260.0,0.0,589.0,179.0,0.0,GH,GHA,0.0,0.0,0.0,9.066666,9  4N,DAMONGO,0.0,308,,-1.816666,1 49W,30.1,0.0,,22.059999,Wet Lowland,811.0,Ghana,GH,GHA,Western Africa,0.0,5.0,Original,,POINT (-1.816666 9.066666),9.0,1.0,N,W,4.0,49.0,768.0,9.066666,-1.816666
429.0,GHANA,,182.0,155.0,607.0,154.0,12.0,GH,GHA,3.0,9.0,-0.97,9.42,9 25N,NYANKPALA,0.0,312,,-0.97,0 58W,30.48,0.0,,22.379999,Wet Lowland,845.0,Ghana,GH,GHA,Western Africa,0.0,5.0,Original,,POINT (-0.97 9.42),9.0,0.0,N,W,25.0,58.0,762.0,9.42,-0.97
0.0,GREECE,,0.0,0.0,0.0,15.0,0.0,GR,GRC,13.0,0.0,0.0,40.55,40 33N,THESSALONIKI,0.0,315,,23.0,23  0E,0.0,0.0,,0.0,,0.0,Greece,GR,GRC,North Africa and Near East,0.0,0.0,Original,,POINT (23 40.55),40.0,23.0,N,E,33.0,0.0,657.0,40.55,23.0
0.0,GUATEMALA,12.3,0.0,0.0,566.0,958.0,0.0,GT,GTM,0.0,0.0,0.0,14.25,14 15N,CUYUTA,0.0,320,,-90.0,90  0W,28.16,23.5,,18.860001,Wet Lower Mid-altitude,1426.0,Guatemala,GT,GTM,Central America and Caribbean,0.0,6.0,Original,,POINT (-90 14.25),14.0,90.0,N,W,15.0,0.0,279.0,14.25,-90.0
0.0,GUATEMALA,,0.0,0.0,565.0,946.0,0.0,GT,GTM,0.0,0.0,0.0,14.25,14 15N,JUTIAPA,0.0,326,,-89.92,89 55W,28.02,0.0,,18.66,Wet Lower Mid-altitude,1411.0,Guatemala,GT,GTM,Central America and Caribbean,0.0,6.0,Original,,POINT (-89.92 14.25),14.0,89.0,N,W,15.0,55.0,285.0,14.25,-89.92
0.0,GUATEMALA,,0.0,0.0,593.0,68.0,0.0,GT,GTM,3.0,0.0,0.0,14.27,14 16N,TEQUINZATE (2),0.0,343,,-91.35,91 21W,32.139999,0.0,,22.26,Wet Lowland,2107.0,Guatemala,GT,GTM,Central America and Caribbean,0.0,6.0,Original,,POINT (-91.34999999999999 14.27),14.0,91.0,N,W,16.0,21.0,299.0,14.27,-91.35
0.0,GUATEMALA,,0.0,0.0,593.0,68.0,0.0,GT,GTM,3.0,0.0,0.0,14.27,14 16N,TEQUINZATE,0.0,342,,-91.35,91 21W,32.139999,0.0,,22.26,Wet Lowland,2107.0,Guatemala,GT,GTM,Central America and Caribbean,0.0,6.0,Original,,POINT (-91.34999999999999 14.27),14.0,91.0,N,W,16.0,21.0,286.0,14.27,-91.35
0.0,GUATEMALA,,0.0,0.0,0.0,0.0,0.0,GT,GTM,,0.0,0.0,14.4956617355347,,LA MAQUINA CABALLO BLANCO,0.0,1548,,-91.8501205444336,,0.0,0.0,,0.0,,0.0,Guatemala,GT,GTM,Central America and Caribbean,0.0,0.0,Original,,POINT (-91.85012054443359 14.4956617355347),0.0,0.0,,,0.0,0.0,,14.4956617355347,-91.8501205444336
0.0,GUATEMALA,,0.0,0.0,797.772094727,1493.0,0.0,GT,GTM,0.0,0.0,0.0,14.5467,,"BARCENAS, VILLA NUEV",0.0,317,,-90.62283,,35.1422233582,0.0,,23.8199996948,Wet Upper Mid-altitude,629.0,Guatemala,GT,GTM,Central America and Caribbe,0.0,6.0,Original,,POINT (-90.62282999999999 14.5467),0.0,0.0,N,W,0.0,0.0,300.0,14.5467,-90.62283
0.0,GUATEMALA,,0.0,0.0,0.0,0.0,0.0,GT,GTM,,0.0,0.0,14.5500001907349,,SAN JOSE PINULA,0.0,1549,,-90.4166641235352,,0.0,0.0,,0.0,,0.0,Guatemala,GT,GTM,Central America and Caribbean,0.0,0.0,Original,,POINT (-90.4166641235352 14.5500001907349),0.0,0.0,,,0.0,0.0,,14.5500001907349,-90.4166641235352
0.0,GUATEMALA,,0.0,0.0,517.0,1561.0,0.0,GT,GTM,0.0,0.0,0.0,14.58358,,LAS VEGAS,0.0,333,,-90.59326,,24.78,0.0,,15.06,Wet Upper Mid-altitude,1007.0,Guatemala,GT,GTM,Central America and Caribbe,0.0,6.0,Original,,POINT (-90.59326 14.58358),0.0,0.0,,,0.0,0.0,1917.0,14.58358,-90.59326
0.0,GUATEMALA,,0.0,0.0,506.0,1771.0,0.0,GT,GTM,0.0,0.0,0.0,14.67,14 40N,CHIMALTENANGO,0.0,319,,-90.8,90 48W,23.799999,0.0,,13.3,Highland,1382.0,Guatemala,GT,GTM,Central America and Caribbean,0.0,6.0,Original,,POINT (-90.8 14.67),14.0,90.0,N,W,40.0,48.0,281.0,14.67,-90.8
0.0,HAITI,,0.0,0.0,0.0,10.0,0.0,HT,HTI,0.0,0.0,0.0,18.2,18 12 N,LEVY-CAYES,0.0,349,,-73.75,73 45 W,0.0,0.0,,0.0,,0.0,Haiti,HT,HTI,Central America and Caribbean,0.0,0.0,Original,,POINT (-73.75 18.2),18.0,73.0,N,W,12.0,45.0,627.0,18.2,-73.75
0.0,HAITI,,0.0,0.0,0.0,57.0,0.0,HT,HTI,17.0,0.0,0.0,18.27,18 16N,CAYES,0.0,345,,-73.78,73 47W,0.0,0.0,,0.0,,0.0,Haiti,HT,HTI,Central America and Caribbean,0.0,0.0,Original,,POINT (-73.78 18.27),18.0,73.0,N,W,16.0,47.0,626.0,18.27,-73.78
0.0,HAITI,,0.0,0.0,0.0,359.0,0.0,HT,HTI,0.0,0.0,0.0,19.3,19 18N,DAMIEN FARM.,0.0,347,,-72.25,72 15W,0.0,0.0,,0.0,,0.0,Haiti,HT,HTI,Central America and Caribbean,0.0,0.0,Original,,POINT (-72.25 19.3),19.0,72.0,N,W,18.0,15.0,625.0,19.3,-72.25
0.0,HONDURAS,,0.0,0.0,600.0,764.0,0.0,HN,HND,0.0,0.0,0.0,14.03,14  2N,DANLI,0.0,355,,-86.5,86 30W,27.58,0.0,,18.34,Wet Upper Mid-altitude,815.0,Honduras,HN,HND,Central America and Caribbean,0.0,6.0,Original,,POINT (-86.5 14.03),14.0,86.0,N,W,2.0,30.0,310.0,14.03,-86.5
